"ID";"cond";"count"
9;"B";1
9;"B";2
9;"B";3
9;"B";4
9;"B";5
9;"B";6
9;"B";7
9;"B";8
9;"B";9
9;"B";10
9;"B";11
9;"B";12
9;"B";13
9;"B";14
9;"B";15
9;"B";16
9;"B";17
9;"B";18
9;"B";19
9;"B";20
9;"B";21
9;"B";22
9;"B";23
9;"B";24
9;"B";25
9;"B";26
9;"B";27
9;"B";28
9;"B";29
9;"B";30
9;"B";31
9;"B";32
9;"B";33
9;"B";34
9;"B";35
9;"B";36
9;"B";37
9;"B";38
9;"B";39
9;"B";40
9;"B";41
9;"B";42
9;"B";43
9;"B";44
9;"B";45
9;"B";46
9;"B";47
9;"B";48
9;"B";49
9;"B";50
9;"B";51
9;"B";52
9;"B";53
9;"B";54
9;"B";55
9;"B";56
9;"B";57
9;"B";58
9;"B";59
9;"B";60
9;"B";61
9;"B";62
9;"B";63
9;"B";64
9;"B";65
9;"B";66
9;"B";67
9;"B";68
9;"B";69
9;"B";70
9;"B";71
9;"B";72
9;"B";73
9;"B";74
9;"B";75
9;"B";76
9;"B";77
9;"B";78
9;"B";79
9;"B";80
9;"B";81
9;"B";82
9;"B";83
9;"B";84
9;"B";85
9;"B";86
9;"B";87
9;"B";88
9;"B";89
9;"B";90
9;"B";91
9;"B";92
9;"B";93
9;"B";94
9;"B";95
9;"B";96
9;"B";97
9;"B";98
9;"B";99
9;"B";100
