"ID";"cond";"count"
10;"B";1
10;"B";2
10;"B";3
10;"B";4
10;"B";5
10;"B";6
10;"B";7
10;"B";8
10;"B";9
10;"B";10
10;"B";11
10;"B";12
10;"B";13
10;"B";14
10;"B";15
10;"B";16
10;"B";17
10;"B";18
10;"B";19
10;"B";20
10;"B";21
10;"B";22
10;"B";23
10;"B";24
10;"B";25
10;"B";26
10;"B";27
10;"B";28
10;"B";29
10;"B";30
10;"B";31
10;"B";32
10;"B";33
10;"B";34
10;"B";35
10;"B";36
10;"B";37
10;"B";38
10;"B";39
10;"B";40
10;"B";41
10;"B";42
10;"B";43
10;"B";44
10;"B";45
10;"B";46
10;"B";47
10;"B";48
10;"B";49
10;"B";50
10;"B";51
10;"B";52
10;"B";53
10;"B";54
10;"B";55
10;"B";56
10;"B";57
10;"B";58
10;"B";59
10;"B";60
10;"B";61
10;"B";62
10;"B";63
10;"B";64
10;"B";65
10;"B";66
10;"B";67
10;"B";68
10;"B";69
10;"B";70
10;"B";71
10;"B";72
10;"B";73
10;"B";74
10;"B";75
10;"B";76
10;"B";77
10;"B";78
10;"B";79
10;"B";80
10;"B";81
10;"B";82
10;"B";83
10;"B";84
10;"B";85
10;"B";86
10;"B";87
10;"B";88
10;"B";89
10;"B";90
10;"B";91
10;"B";92
10;"B";93
10;"B";94
10;"B";95
10;"B";96
10;"B";97
10;"B";98
10;"B";99
10;"B";100
