"ID";"cond";"count"
5;"A";1
5;"A";2
5;"A";3
5;"A";4
5;"A";5
5;"A";6
5;"A";7
5;"A";8
5;"A";9
5;"A";10
5;"A";11
5;"A";12
5;"A";13
5;"A";14
5;"A";15
5;"A";16
5;"A";17
5;"A";18
5;"A";19
5;"A";20
5;"A";21
5;"A";22
5;"A";23
5;"A";24
5;"A";25
5;"A";26
5;"A";27
5;"A";28
5;"A";29
5;"A";30
5;"A";31
5;"A";32
5;"A";33
5;"A";34
5;"A";35
5;"A";36
5;"A";37
5;"A";38
5;"A";39
5;"A";40
5;"A";41
5;"A";42
5;"A";43
5;"A";44
5;"A";45
5;"A";46
5;"A";47
5;"A";48
5;"A";49
5;"A";50
5;"A";51
5;"A";52
5;"A";53
5;"A";54
5;"A";55
5;"A";56
5;"A";57
5;"A";58
5;"A";59
5;"A";60
5;"A";61
5;"A";62
5;"A";63
5;"A";64
5;"A";65
5;"A";66
5;"A";67
5;"A";68
5;"A";69
5;"A";70
5;"A";71
5;"A";72
5;"A";73
5;"A";74
5;"A";75
5;"A";76
5;"A";77
5;"A";78
5;"A";79
5;"A";80
5;"A";81
5;"A";82
5;"A";83
5;"A";84
5;"A";85
5;"A";86
5;"A";87
5;"A";88
5;"A";89
5;"A";90
5;"A";91
5;"A";92
5;"A";93
5;"A";94
5;"A";95
5;"A";96
5;"A";97
5;"A";98
5;"A";99
5;"A";100
